"name"	"type"	"edition"	"rarity"	"value"	"suit"	"cost"	"upkeep"	"control"	"influence"	"bullet"	"stud"	"start"	"outfit"	"text"
"Knicknevin's Legacy"	"actions"	"Ash"	"R"	"JC"		2					"no"			"Noon: Until the end of the turn, all Abominations and Hucksters are considered Wanted."
"One Good Turn..."	"actions"	"Ash"	"U"	"7C"		0					"no"			"Reaction: Play after one of your Dudes is aced or discarded by an Event. Target one Dude controlled by the Event's owner. Ace that Dude."
"I Gotcha Covered"	"actions"	"Ash"	"C"	"AC"		0					"no"			"Shootout: Target one of your Dudes in this posse. Other Dudes in the same posse with a lower Bullet rating may not be targeted with actions while the target Dude remains in the posse."
"Welcome Home"	"actions"	"Ash"	"U"	"10C"		4					"no"			"Noon Job: Boot one of your Dudes to start a job that targets an in-town Deed. If the job is successful, you become the owner of the Deed until it leaves play. If the Deed leaves play, ownership immediately returns to its original owner. All Dudes in your posse become Wanted."
"Waylaid!"	"actions"	"Ash"	"R"	"3C"							"no"			
"Yer Not Welcome Here!"	"actions"	"Ash"	"R"	"5C"		0					"no"			"Noon: Target a Terror or Wanted Dude controlled by another player at an in-town Deed you own or control. Move that Dude to an adjacent location."
"Defendin' What's Yours"	"actions"	"Ash"	"C,R"	"QC"		3					"no"			"Noon: Boot one of your Dudes and target one of your Deeds. The Deed gains a permanent +1 Control Point bonus. Any other player may cancel this action as it is played by booting a Dude with Influence greater than that of your Dude. Each player may only play one copy of this card per turn. A Deed cannot gain this bonus more than once per game."
"Fisticuffs"	"actions"	"Ash"	"C"	"3C"		0					"no"			"Shootout: Play when there are no Dudes in the opposing posse with a ready Weapon. Target a Dude in your posse without a ready Weapon. The Dude gains a +2 Bullet bonus until the end of the Shootout."
"Guilt By Association"	"actions"	"Ash"	"C"	"5C"		0					"no"			"Noon: Select a Wanted Dude in play and target an un-Wanted Dude in the same location who is controlled by the same player. The target Dude becomes Wanted."
"Oh No, You Don't!"	"actions"	"Ash"	"U"	"QC"		0					"no"			"Reaction: Play immediately before a player wins the game. If that player has no Dudes in play, the player does not win this turn, and play continues as normal. Until the end of the game, that player is always considered to have two fewer Control Points towards victory (cumulative)."
"Fireworks Distraction"	"actions"	"Ash"	"C"	"10C"		0					"no"			"Reaction: Play immediately before posses are formed. Target one location adjacent to the location of the shootout. Dudes at that location may not join either posse for this shootout."
"Dehydration"	"actions"	"Ash"	"R"	"3C"		2					"no"			"Noon: Target a Dude with a value less than 9 at an out-of-town Deed. That Dude's Influence is reduced to 0 until after Nightfall."
"Who Are You, Again?"	"actions"	"Ash"	"C"	"JC"		0					"no"			"Cheatin'! Reaction: Play when another player reveals an illegal Draw hand. Target one of that player's Dudes. The Dude's value is reduced to an Ace, permanently. Only one Cheatin'! card can be played against a player per draw."
"Hired Help"	"actions"	"Ash"	"R"	"JC"		0					"no"			"Noon: Target a skilled Dude. The Dude gains a +2 bonus to one of his or her skills until after Nightfall."
"Lost Horizon"	"actions"	"Ash"	"C"	"2C"		0					"no"			"Cheatin'! Reaction: Play when another player reveals an illegal Draw hand. Raise or lower the Fear level by 2. Only one Cheatin'! card can be played against a player per draw."
"Play It Again"	"actions"	"Ash"	"U"	"6C"		3					"no"			"Noon: Target an action printed on a card in play. That action may be used an additional time this turn."
"Red Tape"	"actions"	"Ash"	"R"	"10C"		0					"no"			"Reaction: Play immediately before a Deed enters play, before its cost is paid. The Deed's owner must boot a Dude, or the Deed is discarded."
"Twist Of Fate"	"actions"	"Ash"	"R"	"4C"		0					"no"			"Noon: Target one or more Spells attached to another player's Dude. Discard those Spells if the Dude will have a number of Spells still attached that is equal to or greater than his or her skill level."
"Last Meal"	"actions"	"Ash"	"C"	"5C"		0					"no"			"Reaction: Play before Shootout actions begin for a shootout in which you have one or more Dudes. You may immediately perform one Shootout action before Shootout actions begin. Only one Last Meal can be played per shootout."
"Greasin' Palms"	"actions"	"Ash"	"R"	"2C"		10					"no"			"Noon: Boot one of your Deeds with a value less than 4 to gain 1 Victory Point. Ace this card."
"Mesa Checkpoint"	"actions"	"Ash"	"C"	"8C"		0					"no"			"Noon: Target one of your booted Dudes and boot one of your other Dudes. Move both Dudes to your home (if not already there)."
"Publicity Stunt"	"actions"	"Ash"	"U"	"6C"		0					"no"			"Noon: Target a Deed in town. Until Nightfall, unbooted Dudes in town may move to that Deed once as a Noon action. This does not boot the Dude. Only one Publicity Stunt may be played per turn."
"Lazy Sunday"	"actions"	"Ash"	"C"	"2C"		0					"no"			"Noon Pull: If the pull is greater than the current Fear level, lower the Fear level by 1."
"Spiritual Pawn"	"actions"	"Ash"	"U"	"3C"		0					"no"			"Reaction: Play after a Dude completes a skill check. Reduce the skill(s) and Bullet rating of the target Dude to 0 until after Nightfall."
"Between the Cracks"	"actions"	"E4E"	"C"	"QC"		0					"no"			"Reaction: Play when one of your Dudes is called out. Your Dude refuses the call out and must move to an adjacent location. If your Dude is not Wanted, the Dude who called your Dude out becomes Wanted."
"Under The Gun"	"actions"	"E4E"	"U"	"6C"		0					"no"			"Reaction: Play immediately before another Player makes a pull. The pull is drawn from any deck you choose."
"Run 'Em Down!"	"actions"	"E4E"	"U"	"KC"		0					"no"			"Shootout: All of your Dudes in this Posse with Horses attached either gain a +1 Bullet bonus or become Studs (your choice for each Dude), until the end of the shootout."
"Insult to Injury"	"actions"	"E4E"	"C"	"AC"		0					"no"			"Reaction: Play when your posse wins a round of a shootout. Your lead Shooter gains a +1 Influence bonus, permanently. Ace this card."
"We've Got Hostages"	"actions"	"E4E"	"R"	"AC"		0					"no"			"Reaction: Play when one of your Dudes is called out. The Dude refuses the call out, moves home booted, and becomes Wanted."
"Inner Strength"	"actions"	"E4E"	"U"	"8C"		0					"no"			"Shootout: Boot one of your Dudes in this shootout to draw cards into your Play hand equal to the Dude's Value minus 10 (minimum 0 and maximum 3. For example, booting a Queen would draw 2 cards)."
"Sewing Circle"	"actions"	"E4E"	"C"	"10C"		1					"no"			"Noon: Target a Harrowed dude in Boot Hill. Return the dude to his or her owner's hand."
"Bring It Down!"	"actions"	"E4E"	"U"	"KC"		0					"no"			"Noon Harrowed Power: Target one of your unbooted Harrowed Dudes. Until the end of the game, the Dude has the ability: ""Noon: Target a Dude in this location with a lower Value, and move the Dude to his or her home. That Dude may not move to this location until after Nightfall."" Ace this card."
"Phantoms"	"actions"	"E4E"	"C"	"JC"		0					"no"			"Shootout: Target a Dude in this shootout. That Dude cannot be targeted with actions until the end of the shootout."
"This'll Teach You..."	"actions"	"E4E"	"R"	"4C"		3					"no"			"Noon: All Wanted Dudes in play have a Draw Bullet type until after Nightfall. Ace this card."
"Clean Getaway"	"actions"	"E4E"	"U"	"6C"		0					"no"			"Reaction: Play immediately before one of your Dudes becomes Wanted. Move the Dude to an out-of-town location, and the Dude no longer becomes Wanted."
"You're Comin' With Us!"	"actions"	"E4E"	"R"	"5C"		0					"no"			"Noon Job: Target a skilled Dude in play. Boot one of your Dudes to start a job to recruit that Dude. If the job succeeds, pay the target's controller 2 ghost rock to take control of the Dude until after Nightfall. The Dude moves to your home and unboots (if necessary. If the target is aced during the shootout, the target is not aced (regardless of card effects), and the job is immediately successful. Immediately before Nightfall, if still in play, the Dude returns to his or her owner's control and goes home booted."
"Divided Loyalties"	"actions"	"E4E"	"U"	"9C"		0					"no"			"Cheatin'! Reaction: Play when another player reveals an illegal Draw hand. Target a Dude controlled by that player whose Value is less than the illegal Draw hand's rank plus 4. You take control of the Dude until after Nightfall. Only one Cheatin'! card can be played against a player per draw."
"Midnight Snack"	"actions"	"E4E"	"U"	"10C"		0					"no"			"Noon Harrowed Power: Target one of your unbooted Harrowed Dudes. Until the end of the game, the Dude has the abilities: ""Shootout: Target another of your Harrowed Dudes. Move the Dude into this posse, ignoring movement restrictions,"" and ""Noon: Target another of your Harrowed Dudes. Move the Dude to this location, ignoring movement restrictions."" Ace this card."
"Construction Crew"	"actions"	"E4E"	"U"	"7C"		1					"no"			"Noon Job: Boot one of your Dudes to start a job that targets the Town Square. Any player may defend the job, starting with the Winner and going clockwise. Before posses are formed, select an in-town Deed with a ghost rock cost less than 7 and show it to the other players. If the job succeeds, put the Deed into play with no ghost rock cost. If the job fails, put the Deed into Boot Hill."
"Just What I Need..."	"actions"	"E4E"	"C"	"5C"		0					"no"			"Shootout: Pay all costs for a non-Gadget Goods in your Play hand and attach it to one of your Dudes in this shootout, regardless of who controls the location. If the Goods is a Weapon, it can be readied immediately."
"Last Request"	"actions"	"E4E"	"R"	"6C"		0					"no"			"Reaction: Play after one of your Dudes with a Mystical Goods card attached has been aced. Attach that Mystical Goods card to any one of your Dudes that may legally attach the Goods card, or place it in your discard pile."
"Nyctophobia"	"actions"	"E4E"	"C"	"2C"		0					"no"			"Noon: Target a Dude in play. The Dude has a -1 Bullet penalty (minimum 0) and a -1 Influence penalty (minimum 0) until after Nightfall while at a Strike."
"You've Got This Comin'!"	"actions"	"E4E"	"C"	"8C"		0					"no"			"Noon Job: Boot one of your Dudes at an out-of-town Deed owned by another player. The Dude starts a job that targets that Deed. If the job succeeds, take an amount of ghost rock from that player equal to the Deed's current production, or the player's total ghost rock if less. All Dudes in your posse become Wanted."
"Life Of The Party"	"actions"	"E4E"	"U"	"7C"		"*"					"no"			"Noon: Target an unbooted Dude. Move the Dude to a Saloon or Brothel. The ghost rock cost of this card is equal to the Dude's Influence (minimum 1)."
"Mercy"	"actions"	"E4E"	"R"	"10C"		0					"no"			"Reaction: Play immediately before your opponent begins acing casualties in a shootout. If that player took 2 or more casualties and has at least 2 Dudes in the shootout, that player's casualties are reduced to 0, and you gain 1 Victory Point."
"Jam!"	"actions"	"E4E"	"U"	"5C"		0					"no"			"Cheatin'! Reaction: Play when another player reveals an illegal Draw hand. Target a Dude controlled by that player. Discard all cards attached to the Dude. Only one Cheatin'! card can be played against a player per draw."
"I Gotta Stake in This!"	"actions"	"E4E"	"C"	"3C"		0					"no"			"Reaction: Play when posses are being formed for a Shootout. Boot one of your Dudes, regardless of location, to move him or her into your posse."
"Flight Of Angels"	"actions"	"E4E"	"C"	"KC"		0					"no"			"Cheatin'! Reaction: Play when another player reveals an illegal Draw hand. Until the end of the game, whenever that player reveals an illegal Draw hand (including this one), that player must either make one of his or her un-Wanted Dudes Wanted, or ace one of his or her Wanted Dudes. Only one Cheatin'! card can be played against a player per draw."
"Claustrophobia"	"actions"	"E4E"	"C"	"2C"		0					"no"			"Noon: Target a Dude in play. The Dude has a -1 Bullet penalty (minimum 0) and a -1 Influence penalty (minimum 0) until after Nightfall while at an in-town Deed or their Home."
"Get Off My Land!"	"actions"	"E4E"	"C"	"QC"		0					"no"			"Noon: Target one of your Dudes. Move the Dude to a location that you own, but do not control."
"Lyin' In Wait"	"actions"	"E4E"	"R"	"3C"		0					"no"			"Reaction: Immediately before the Upkeep Phase, target a Wanted Dude. The Dude has his or her Upkeep cost increased by 2 until after Nightfall."
"It's For Her Own Good"	"actions"	"E4E"	"C"	"9C"		0					"no"			"Cheatin'! Reaction: Play when another player reveals an illegal Draw hand. Reduce that player's maximum hand size by 2 (minimum 0) until after Nightfall next turn. Only one Cheatin'! card can be played against a player per draw."
"First To Fall"	"actions"	"E4E"	"U"	"QC"		0					"no"			"Reaction: Play immediately before you ace casualties in a shootout. Ace the highest-Value Dude in your posse. Card effects cannot prevent this Dude from being aced or going to Boot Hill - Harrowed Dudes do not make a pull. The number of your casualties in this round of the shootout is reduced to zero."
